id,isp_name,is_oversea
1125,云桥通,0
1126,CMPak,1
1127,南凌科技,0
1128,Pacific,1
1129,IBM,1
1130,Dotname,1
1131,Skytap,1
1132,Invision,0
1133,Automattic,0
1134,AKCtv,1
1135,VHOST,1
1136,Reliance Jio,1
1137,NAXLEVEL,0
1138,CenturyOne,0
1139,Citm,0
1140,沃通,0
1141,柠檬电讯,0
1142,CloudGuard,0
1143,CBN,1
1144,OrientalVps,0
1145,Aryaka,1
1146,Origin,0
1147,TWIDC,0
1148,VNG,1
1149,SpeedClick,1
1150,Invermae,1
1151,Prager-IT,0
1152,Netinnovation,0
1153,罗格朗,1
1154,Link,0
1155,NetLab,1
1156,Vpsville,1
1157,Qnax,1
1158,HVM,1
1159,HEAnet,1
1160,Оhost,1
1161,Telmex,1
1162,SpeedyPage,1
1163,IPVolume,1
1164,云中科技,0
1165,QTSData,1
1166,Spartan,1
1167,UarNet,1
1168,RTComm,1
1169,NexonHost,1
1170,NSEC,1
1171,DuoDuoCloud,1
1172,ASLINE,0
1173,Binero,1
1174,OptiCom,1
1175,Internexa,1
1176,IFXNetworks,1
1177,Izzi,1
1178,ETB,1
1179,Hughes,1
1180,DigitalNet,1
1181,AfricaOnCloud,0
1182,Cloudinnovation,0
1183,Suniway,0
1184,DXTL,0
1185,电信CN2,1
1186,Cloudware,0
1187,安联网络,0
1188,CDS,1
1189,Megalayer,0
1190,卡尔国际,0
1191,Brother,1
1192,TransOcean,1
1193,Flyservers,1
1194,Vtal,1
1195,Telconet,1
1196,GTD,1
1197,华夏雅库,0
1198,幻想互联,0
1199,快快网络,0
1200,RapidScale,0
1201,诺华科技,0
1202,青果网络,0
1203,广电,0
1204,宽惠网络,0
1205,AdStack,0
1206,vCloud,0
1207,DNSFilter,0
1208,Lightclouds,0
1209,IZEC,1
1210,Swisscom,1
1211,FirstByte,1
1212,纽约大学,1
1213,Bite,1
1214,PrimeTel,1
1215,SFR,1
1216,Drei,1
1217,ROSTNET,1
1218,ITSTARCOM,1
1219,LTD,1
1220,NextGen,1
1221,Telekabel,1
1222,o3,1
1223,H3G,1
1224,Gandi,1
1225,Gigaclear,1
1226,ws,1
1227,Beeks,1
1228,TAL,1
1229,Cablenet,1
1230,WBMI,1
1231,Sogou,0
1232,TIME,1
1233,砂拉越大学,1
1234,盛大网络,0
1235,数位通,0
1236,迅游科技,1
1237,江苏有线,0
1238,ETPI,1
1239,Eastern,1
1240,Uplus,1
1241,ACTCorp,1
1242,HyosungITX,1
1243,NAVERCorp,1
1244,临网通讯,0
1245,IIJ,1
1246,MobileOne,1
1247,HKDnet,0
1248,Eonix,1
1249,FusionConnect,1
1250,IBM SoftLayer,1
1251,SendGrid,1
1252,Deft,1
1253,Primus,1
1254,Wayport,1
1255,IBMCloud,1
1256,EonsData,1
1257,PrimeSecurityCorp,0
1258,Unitas,1
1259,Northwestel,1
1260,Scaleway,1
1261,MTC-KSA,1
1262,Login,1
1263,Mercedes-Benz,1
1264,USPS,1
1265,云上艾珀,0
1266,LG Uplus,1
1267,国研科技,0
1268,MyTelecom,1
1269,Seokyung,1
1270,新一代数据中心,0
1271,OPTAGE,1
1272,视虎科技,0
1273,Sinoycloud,0
1274,EBB,1
1275,中嘉宽频,0
1276,TrueInternet,1
1277,台基科,0
1278,Sejong,1
1279,SEJONGTelecom,1
1280,KSC,1
1281,天地网联,0
1282,NIB,1
1283,AAPT,1
1284,LSC湛积,0
1285,Dreamline,1
1286,比特汇通,0
1287,联广通,0
1288,千喜网络,0
1289,电子政务网,0
1290,宏远电讯,0
1291,油田宽带,0
1292,YTP,1
1293,互联网服务商联盟,0
1294,飞华领航,0
1295,TelBru,1
1296,亚太环通,0
1297,香港有线电视,0
1298,盈通网络,0
1299,中国电信（香港）,0
1300,光通互联,0
1301,KDB,1
1302,Shinhan,1
1303,HanaBank,1
1304,Woorifis,1
1305,财政部,0
1306,研考会,0
1307,大大宽频,0
1308,和宇宽频,0
1309,中嘉和网,0
1310,KCN,1
1311,SejongTel,1
1312,abcle,1
1313,JCN,1
1314,KCNTV,1
1315,Rakuten,1
1316,百度,0
1317,优酷土豆,0
1318,FirstMedia,1
1319,DYXnet,0
1320,GEANT,1
1321,Kabelplus,1
1322,Delta,1
1323,Gilat,1
1324,CountyBroadband,1
1325,PTisp,1
1326,NIKS,1
1327,RUNNet,1
1328,Rusonyx,1
1329,CITIC,1
1330,Halkbank,1
1331,VOO,1
1332,GlobalCloudXchange,1
1333,Farlep,1
1334,Cityfibre,1
1335,DataPipe,1
1336,Allstream,1
1337,ClaroPR,1
1338,Adobe,1
1339,ngena,1
1340,CDK Global,1
1341,JAB,1
1342,VerisignDNS,1
1343,VeriSign,1
1344,MegaPath,1
1345,Switch,1
1346,OpenText,1
1347,Datacom,1
1348,NDTC,1
1349,Consolidated,1
1350,Ntirety,1
1351,SDN,1
1352,Telx,1
1353,加利福尼亚州立大学,1
1354,TeraGo,1
1355,Masergy,1
1356,Inteliquent,1
1357,Segra,1
1358,加州大学旧金山分校,1
1359,佛罗里达州立大学,1
1360,明尼苏达大学,1
1361,easyDNS,1
1362,Transtelco,1
1363,WiLine,1
1364,Affinity,1
1365,Finastra,1
1366,DreamHost,1
1367,Plateautel,1
1368,MassiveNetworks,1
1369,Illinois,1
1370,SaskTel,1
1371,ManagedWay,1
1372,Nuvera,1
1373,StackPath,1
1374,NexGen,1
1375,GeoLinks,1
1376,Apogee,1
1377,CableOnda,1
1378,BCE,1
1379,CyrusOne,1
1380,OARnet,1
1381,Vision,1
1382,Afilias,1
1383,Cwdom,1
1384,Hurricane,1
1385,DmitCloud,0
1386,Panhandle,1
1387,哈佛大学,1
1388,XO,1
1389,RCOM,1
1390,Cologix,1
1391,HopOne,1
1392,Aureon,1
1393,GwHostingLabs,1
1394,Chess,1
1395,McDonalds,1
1396,Krypt,1
1397,HEDNS,1
1398,SCTG,1
1399,FiberAlley,1
1400,LiquidCloud,1
1401,eSited,1
1402,NeoNova,1
1403,杜克大学,1
1404,Focus,1
1405,IC2NET,1
1406,OpenDNS,1
1407,Vpls,1
1408,斯坦福大学,1
1409,南加州大学,1
1410,TWC,1
1411,AMA,1
1412,Wynn,1
1413,PlayStation,1
1414,Skyway,1
1415,普渡大学,1
1416,KonicaMinolta,1
1417,Bevcomm,1
1418,EthrNet,0
1419,Bytedance,1
1420,INAP,1
1421,BaseIP,1
1422,FXDD,1
1423,JSI,1
1424,Rainbow,1
1425,格兰布林州立大学,1
1426,联合学院,1
1427,里昂学院,1
1428,Interactions,1
1429,Comnet,1
1430,VEESP,1
1431,Casablanca,1
1432,YandexDNS,1
1433,Hernlabs,1
1434,莫斯科国立大学,1
1435,Schiphol,1
1436,Ericsson,1
1437,Sikt,1
1438,CESNET,1
1439,Cambo,0
1440,Ulakbim,1
1441,ITRegion,1
1442,TalkKalk,1
1443,VOL.AT,1
1444,FreenomDNS,1
1445,Visual Online,1
1446,Axtel,1
1447,Zajil,1
1448,Adeox,1
1449,Exatel,1
1450,圣彼得堡国立大学,1
1451,Eweka,1
1452,考纳斯理工大学,1
1453,Eir,1
1454,Lyntia,1
1455,SiberDC,1
1456,Macquarie,1
1457,Wanstor,1
1458,Truphone,1
1459,RainbowNet,1
1460,Unity,1
1461,Novartis,1
1462,AND1,1
1463,Macomnet,1
1464,Evanzo,1
1465,Arnes,1
1466,Antik,1
1467,DigitalHub,1
1468,Eniseynet,1
1469,TIT,1
1470,GARR,1
1471,IsNet,1
1472,Telegram,1
1473,BFB,0
1474,Privado,1
1475,Cellfie,1
1476,NASK,1
1477,汇丰集团,1
1478,Serveroffer,1
1479,ComSite,1
1480,VH,0
1481,Virgin,1
1482,诺基亚,1
1483,OFNL,1
1484,BICS,1
1485,AdGuardDNS,1
1486,安迅网络,0
1487,台湾智慧光网,0
1488,乐视,0
1489,稳速网络,0
1490,Synapse,1
1491,天地通电信,0
1492,众屹赢时通信,0
1493,TWNIC,0
1494,央视,0
1495,DNSpai,0
1496,高新翼云,0
1497,众生网络,0
1498,天地祥云,0
1499,网银互联,0
1500,Heficed,1
1501,GigeNET,1
1502,MEGA Two,0
1503,ePLDT,1
1504,Cloudfort,0
1505,UniNet,1
1506,LankaCom,1
1507,通慧网联,0
1508,Dialog,1
1509,Cablelink,1
1510,Caldawin,0
1511,CityLink,1
1512,UltraKings,0
1513,LuckyTone,0
1514,彼得巧PQS,0
1515,VNNIC,1
1516,中海宽带,0
1517,HKMPCL,0
1518,船舶通信导航,0
1519,Bigband,1
1520,Shift,1
1521,上海信息网络,0
1522,AGSLine,0
1523,八度网络,0
1524,网联光通,0
1525,MYREN,1
1526,ThinkDream,0
1527,Woofy,1
1528,DigiCentre,0
1529,IPVG,1
1530,Vmware,1
1531,Mega,1
1532,中兴能源,0
1533,香港商业电讯,0
1534,TND,1
1535,Skycloud,0
1536,Lagoon,1
1537,数据家,0
1538,维速,0
1539,高升科技,0
1540,Lotte,1
1541,ServerFreak,1
1542,BBTS,1
1543,Cloudmax,0
1544,华通云数据,0
1545,中信网络,0
1546,PalauMobile,1
1547,HKCOLO,0
1548,AARNet,1
1549,蓝芒科技,0
1550,威磬科技,0
1551,国泰航空,0
1552,Inet,1
1553,Livecom,0
1554,云创科技,0
1555,双云网络,0
1556,Vocom,1
1557,Webcc,0
1558,GYCGI,1
1559,德拉萨大学,1
1560,JUCC,0
1561,光明网,0
1562,光明都市传媒,0
1563,联动天翼,0
1564,逸云科技,0
1565,YOUBroadband,1
1566,You-Broadband,1
1567,光联世纪,0
1568,香港中文大学,0
1569,第一线,0
1570,平安科技,0
1571,台湾速连,0
1572,土豆,0
1573,安莱信息通信,0
1574,HostingsHouse,1
1575,Jinx,0
1576,BOL,1
1577,LCSD,0
1578,Paypal,0
1579,NextHop,1
1580,佰隆网络,0
1581,PfLink,1
1582,中光电信,0
1583,INETFIB,1
1584,夽谷科技,0
1585,DigiCore,0
1586,CN2,1
1587,HiInternet,1
1588,数凹科技,0
1589,FireLine,0
1590,艾维通信,0
1591,艾斯云,0
1592,信思贤,0
1593,华夏联动,0
1594,华为,0
1595,汽车之家,0
1596,众达科技,1
1597,瑞兆,0
1598,HugeDomains,1
1599,云下汇金,0
1600,Multibyte,0
1601,华晨宝马,0
1602,宝马,0
1603,IXTech,0
1604,红豆集团,0
1605,Den-Digital,1
1606,LaoDC,1
1607,Anson,0
1608,太极,0
1609,Opera,1
1610,Host4Geeks,1
1611,有孚网络,0
1612,JsLink,0
1613,Transworld,1
1614,Falcon,1
1615,Medianet,1
1616,iForte,1
1617,CNIX,0
1618,环球航通,0
1619,蘑菇主机,1
1620,滴滴,0
1621,SLT,1
1622,Gap品牌,0
1623,迅雷,0
1624,ONL,0
1625,宁波高防,0
1626,OceanWave,1
1627,Larus,0
1628,数讯信息,0
1629,友普信息,0
1630,海丝乐云,0
1631,承启通,0
1632,博世,0
1633,中经云,0
1634,浙江日报,0
1635,光通朗迅,0
1636,阿帕云,0
1637,互盟科技,0
1638,光联集团,0
1639,Rtat,0
1640,CamboTech,1
1641,易云,0
1642,楚天视讯,0
1643,中基凌云,0
1644,神州云动,0
1645,Gigafy,1
1646,恒赛科技,0
1647,CloudITIDC,1
1648,GoldSunshine,0
1649,易联云,0
1650,IntensyCloud,1
1651,昆士兰大学,1
1652,SAP,1
1653,Villa,1
1654,LAOSAT,1
1655,ALT,1
1656,HuangShengLong,0
1657,GigsGigsCloud,0
1658,OneCubit,0
1659,钰峰科技,0
1660,星辰数据,0
1661,战国策,0
1662,BML,1
1663,RedLink,1
1664,七网科技,0
1665,Tacnet,0
1666,易讯科技,0
1667,高速网路计算中心,0
1668,中国银行,0
1669,世纪互通,0
1670,是方科技,0
1671,中恒数据,0
1672,可立可,0
1673,G3S,0
1674,CodecCloud,0
1675,Streamline,1
1676,80vps,0
1677,BIGO,0
1678,Bruhaas,1
1679,飞碟网络,0
1680,SpiderNET,1
1681,恒大集团,0
1682,Netherlands,1
1683,中国电信（澳门）,0
1684,蓝盾,0
1685,DITO,1
1686,国信新网,0
1687,Qt Cloud,0
1688,数位串流,0
1689,SMK,1
1690,Tcloudnet,0
1691,Vonet,1
1692,BILIBILI,0
1693,KIDC,0
1694,AgileNaaS,0
1695,港云互联,0
1696,芙蓉云,0
1697,织梦星辰,0
1698,睿德网路,0
1699,GOIP,1
1700,万通电讯,0
1701,学术网络,0
1702,龙尧网络,0
1703,Scloud,0
1704,惠普,0
1705,LightMoon,0
1706,Dcexperts,1
1707,捷运,0
1708,ForceCloud,0
1709,Parallel,1
1710,艾亚网络,0
1711,Disney,1
1712,ALOI,0
1713,香港科技大学,0
1714,零色沸点网络,0
1715,CamGSM,1
1716,Uber,1
1717,DigiSigma,1
1718,Quadrant,1
1719,Kingtel,1
1720,ROL,1
1721,华夏雅库网络,0
1722,GreenCloudVps,1
1723,SPT,1
1724,天维信通,0
1725,IPIPNET,0
1726,VpsNine,1
1727,DET,1
1728,群英网络,0
1729,NTC,1
1730,赛格网络,0
1731,OPPO,0
1732,烽火通信,0
1733,Skywolf,1
1734,睿鸿网络,0
1735,TodayISP,1
1736,亿人互联,0
1737,戴鑫云,0
1738,宽惠科技,0
1739,CloudMedia,1
1740,中金数据系统,0
1741,云林网络,0
1742,中国互联网网络信息中心,0
1743,BestTelecom,1
1744,世纪网通,0
1745,火亿互联,0
1746,朗为数据,0
1747,World-Link,0
1748,神州长城,0
1749,云数据中心,0
1750,曦光科技,0
1751,河南有线,0
1752,比通联合网络,0
1753,稳景网络,0
1754,百优科技,0
1755,ClearDDoS,0
1756,Intech,1
1757,聚友集团,0
1758,广西视虎,0
1759,经天科技,0
1760,VMISS,0
1761,三星,0
1762,铜牛,0
1763,Twitter,1
1764,TeamCloud,1
1765,HostVenom,1
1766,GTAA,1
1767,Digitalfyre,1
1768,AlphaVps,1
1769,伊利诺理工学院,1
1770,Granite,1
1771,ColocationAmerica,1
1772,Amanah,1
1773,中联利信,0
1774,台积电,0
1775,BuyVM,1
1776,CTDNS,0
1777,WebNX,1
1778,LinkedIn,1
1779,DomainFactory,1
1780,Gamebuilders,0
1781,同煤集团,0
1782,平煤神马集团,0
1783,壹网络,0
1784,零色沸点,0
1785,维赛网络,0
1786,Converge,1
1787,中国免税品（集团）,0
1788,睿江云,0
1789,XLNET,1
1790,百吉数据,0
1791,飞象数据,0
1792,御坂网络,0
1793,麦格纳,0
1794,首尔大学,1
1795,Edu,1
1796,可口可乐网络,0
1797,联合在线,0
1798,Kirin,1
1799,一汽,0
1800,中国一汽,0
1801,Steadsys,0
1802,京宽,0
1803,龙腾佳讯,0
1804,江原大学,1
1805,北京IDC,0
1806,中联网盟,0
1807,日升天信,0
1808,南京信风,0
1809,114DNS,0
1810,奥斯达通信,0
1811,首信网,0
1812,中关村软件园,0
1813,壹通通信,0
1814,翰威科技,0
1815,宽捷网络,0
1816,IPC,1
1817,新国信,0
1818,益博睿,0
1819,斐讯,0
1820,华夏光网,0
1821,天互数据,0
1822,OneDNS,0
1823,网云无限,0
1824,森华易腾,0
1825,华瑞信通,0
1826,eSpeed,1
1827,润泽科技,0
1828,银盾泰安,0
1829,莫纳什大学,1
1830,公云PubYun,0
1831,PubYun公云,0
1832,世博科技,0
1833,天盈信息技术,0
1834,Etelnet,0
1835,睿江科技,0
1836,天地通,0
1837,航数宽网,0
1838,华通宽带,0
1839,Egcloudent,0
1840,广东云下,0
1841,钜讯网络,0
1842,中信国际电讯,0
1843,国立台湾大学,0
1844,台湾学术网络,0
1845,诚亿时代网络,0
1846,国研网,0
1847,Privex,1
1848,教育厅,0
1849,中联讯通,1
1850,CNISP联盟,0
1851,SparkVentures,1
1852,Telepermit,1
1853,信天游,0
1854,神坊资讯,0
1855,快云电信,0
1856,城市网络,0
1857,景文互联,0
1858,畅捷通信,0
1859,广电,0
1860,神马,0
1861,紫光云,0
1862,Flexnetworks,1
1863,中电飞华,0
1864,Milcom,1
1865,Soul,1
1866,AFSN,1
1867,耶鲁大学,1
1868,SSC,1
1869,SLB,1
1870,哥伦比亚大学,1
1871,Unus,1
1872,宾夕法尼亚大学,1
1873,加州大学洛杉矶分校,1
1874,伦多大学,1
1875,NASA,1
1876,MCNC,1
1877,芝加哥大学,1
1878,以色列大学,1
1879,弗吉尼亚大学,1
1880,Navy,1
1881,L3Harris,1
1882,夏威夷大学,1
1883,亚利桑那大学,1
1884,波士顿大学,1
1885,CUNY,1
1886,NIH,1
1887,剑桥大学,1
1888,牛津大学,1
1889,西门子,1
1890,悉尼大学,1
1891,新南威尔士大学,1
1892,达尔豪斯大学,1
1893,Fluke,1
1894,HeyTap,1
1895,京都大学,1
1896,东京大学,1
1897,克莱姆森大学,1
1898,RedIRIS,1
1899,UoA,1
1900,Orixinet,1
1901,Metrored,1
1902,马里兰大学,1
1903,蒙特雷科技大学,1
1904,PG,1
1905,G6,1
1906,Gigalink,1
1907,RISQ,1
1908,麦吉尔大学,1
1909,戴尔,1
1910,RNP,1
1911,FlixFibra,1
1912,Masternet,1
1913,WIDE,1
1914,KREONET,1
1915,Siemens,1
1916,Intel,1
1917,Telstra Global,0
1918,Entel,1
1919,希捷,1
1920,CIK,1
1921,Mahataa,1
1922,YouTube,1
1923,iboss,1
1924,Lockheed Martin,1
1925,新加坡国立大学,1
1926,PHS,1
1927,Corporacion,1
1928,QuantilNetworks,1
1929,ITSBrasil,1
1930,NNIC,1
1931,MCCOG,1
1932,Megacable,1
1933,Totalplay,1
1934,Telesur,1
1935,Acxiom,1
1936,首云,0
1937,DoD,1
1938,GitHub,1
1939,IEEE,1
1940,WiscNet,1
1941,RTX,1
1942,俄勒冈大学,1
1943,GovBC,1
1944,辛尼佳大学,1
1945,Alestra,1
1946,驰联网络,0
1947,昆时,0
1948,香港城市大学,0
1949,SiteGround,1
1950,IP-Only,1
1951,香港大学,0
1952,RCN,1
1953,Coextro,1
1954,AIST,1
1955,TOHKnet,1
1956,Internode,1
1957,赫尔大学,1
1958,Textron,1
1959,夏洛特皇后大学,1
1960,DOT,1
1961,TIM,1
1962,GMO,1
1963,GMOCloud,1
1964,OHAE,1
1965,云网科技,1
1966,Host1Plus,1
1967,PSINet,0
1968,习梦云,1
1969,南洋理工大学,1
1970,McKinsey,1
1971,DHL,1
1972,RecursiveDNS,1
1973,Neustar,1
1974,云海瑞网,0
1975,中国铁塔,0
1976,物链网络,0
1977,首页互联,0
1978,四和,0
1979,Qiushanju,0
1980,云雀云,0
1981,中能建,0
1982,QUANTIL,1
1983,香港理工大学,0
1984,EPICOR,1
1985,CDK,1
1986,Camplink,1
1987,DB,1
1988,澳门大学,0
1989,Telafrica,0
1990,rixCloud,1
1991,马来西亚理工大学,1
1992,CANTV,1
1993,Censys,1
1994,EnergieAG,1
1995,REANNZ,1
1996,StriveTech,1
1997,高丽大学,1
1998,釜山大学,1
1999,Monsanto,1
2000,延世大学,1
2001,FiberGrid,1
2002,FibreGrid,1
2003,Fairfax,1
2004,UnionWireless,1
2005,EagleEye,1
2006,上海大众汽车,0
2007,Algar,1
2008,Pombonet,1
2009,Vonage,1
2010,VCI,1
2011,G7 Net,1
2012,Zoom,1
2013,Elliot,1
2014,FPUAnet,1
2015,Nexeon,1
2016,Hawkhost,1
2017,GT,1
2018,盘石云天,0
2019,Excell,1
2020,岭南大学,0
2021,ESNET,1
2022,Tubaron,1
2023,Locaweb,1
2024,Montreal,1
2025,UseTelecom,1
2026,BRDigital,1
2027,HUBARA,1
2028,Raya,1
2029,Claro Chile,1
2030,RT,1
2031,BaiduDNS,0
2032,Gemnet,1
2033,凯擘大宽带,0
2034,天美时代,0
2035,CNT,1
2036,紫田网络,0
2037,燕大正洋,0
2038,中企通信,0
2039,HKD,0
2040,DataNet ,1
2041,曼彻斯特大学,1
2042,StormWall,1
2043,MyServerPlanet,1
2044,Ownhost,1
2045,Top-IX,1
2046,luadns,1
2047,JMP,1
2048,Interoute,0
2049,Sarenet,1
2050,SquareFlow,1
2051,Omiplat,1
2052,pikol,1
2053,Netze,1
2054,I7,1
2055,Starry,0
2056,DINFO,1
2057,IDL,1
2058,2MM2,1
2059,Transtel,1
2060,Massy,1
2061,Portal CTF,1
2062,VLC,1
2063,Biterika,1
2064,HostLoc,1
2065,GTDManquehue,1
2066,Mays Telecom,1
2067,Stone,1
2068,Citicorp,1
2069,Citigroup,1
2070,Sonda,1
2071,Micfo,1
2072,SecurityTrails,1
2073,Aqua,1
2074,Valvolari,1
2075,Peaktera,1
2076,Braveway,1
2077,ISG,1
2078,Tibus,1
2079,ASML,1
2080,DENIC,1
2081,CLS,1
2082,Sparkle,1
2083,SafeDNS,1
2084,Knipp,1
2085,iAdvantage,0
2086,ATLAX,1
2087,Sudatel,1
2088,EdgeCast,1
2089,CareNewEngland,1
2090,FastAir,1
2091,BellAtlantic,1
2092,A-ROOT-SERVERS,1
2093,Rawlings,1
2094,VpsQuan,0
2095,DFDcloud,0
2096,SYN LTD,1
2097,Eagle,1
2098,通用,1
2099,GM,1
2100,L-ROOT-SERVERS,1
2101,Freedom,1
2102,IANA-SERVERS,1
2103,OCTanner,1
2104,Farmers,1
2105,ICANN,1
2106,DurableDns,1
2107,Sundance,1
2108,Oaris,1
2109,DNSBR,1
2110,Matrix,1
2111,Drexel,1
2112,Telnor,1
2113,中国移动（香港）,0
2114,兆恒伟业,0
2115,FlashTech,1
2116,文物信息咨询中心,0
2117,BetterCloud,0
2118,润迅通信,0
2119,Netfront,0
2120,PBase,0
2121,NetConn,0
2122,地面通,0
2123,TGS,1
2124,Webvisions,1
2125,Linknet,1
2126,关贸网路,0
2127,博路电信,0
2128,GCNet,0
2129,华宇宽带,0
2130,NewSky,0
2131,GTL,0
2132,EasyCall,1
2133,汇丰,0
2134,JiNet,1
2135,HKNet,0
2136,宽捷网络电信,0
2137,SCSK,1
2138,Interlink,1
2139,Samart,1
2140,中国在线,0
2141,弘益大学,1
2142,韩信大学,1
2143,E-money,1
2144,BellMTS,1
2145,NexQloud,1
2146,Internet,1
2147,Lunfa,0
2148,Desync,1
2149,SertaSimmons,1
2150,Guardian,1
2151,Omeda,1
2152,CentraComm,1
2153,Radius,1
2154,MyLotto,1
2155,新网络数据中心,0
2156,Acer,0
2157,通科,0
2158,上汽通用汽车,0
2159,DreamCloud,0
2160,永通,0
2161,东国大学,1
2162,CCS,1
2163,IDCF,1
2164,SaveCom,0
2165,tsis,1
2166,永丰,0
2167,中国石油,0
2168,网宽天地,0
2169,润迅数据,0
2170,金科信息网,0
2171,中国邮政,0
2172,科安德,0
2173,国信比林,0
2174,深蓝数据,1
2175,eUnite,1
2176,DynDNS,1
2177,CogecoPeer1,1
2178,XandMail,1
2179,LGI-UPC,1
2180,通科信息技术,0
2181,斐讯,0
2182,天广信息通信,0
2183,ZAQ,1
2184,金桥网,0
2185,中基电信石油通信,0
2186,Trabia,0
2187,恒慧通信,0
2188,TVPLUS,1
2189,FieldSolutions,1
2190,Velo,1
2191,SKBroadband,1
2192,AliDNS,0
2193,蓝讯通信技术,0
2666,国外,1
